Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
41-50,HighSchool,Sales, Husband, Male,North America
21-30,Associate,Manufacturing, Own-child, Female,North America
0-20,12Th,Sales, Own-child, Male,North America
41-50,10Th,Transport, Husband, Male,North America
41-50,HighSchool,Clerical, Husband, Male,North America
41-50,HighSchool,Clerical, Wife, Female,North America
60+,10Th,Transport, Husband, Male,North America
51-60,Prof-School,Professional, Husband, Male,North America
51-60,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Service, Husband, Male,North America
31-40,HigherEd,Management, Unmarried, Female,North America
31-40,Prof-School,Professional, Not-in-family, Male,North America
31-40,HigherEd,Sales, Husband, Male,Asia
21-30,HigherEd,Professional, Not-in-family, Male,North America
21-30,HighSchool,Management, Unmarried, Female,North America
41-50,HigherEd,Sales, Not-in-family, Male,North America
51-60,HighSchool,Clerical, Unmarried, Female,North America
21-30,HighSchool,Clerical, Unmarried, Female,Latin America
51-60,10Th,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Male,Canada
21-30,Associate,Professional, Not-in-family, Female,Canada
21-30,Associate,Service, Not-in-family, Male,North America
21-30,HigherEd,Sales, Not-in-family, Male,North America
60+,Dropout,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Wife, Female,North America
21-30,Dropout,Sales, Own-child, Female,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
41-50,Dropout,Skilled Trade, Husband, Male,North America
31-40,Associate,Service, Unmarried, Female,North America
21-30,HighSchool,, Own-child, Male,North America
31-40,Dropout,, Not-in-family, Female,North America
41-50,HighSchool,Manual Labor, Not-in-family, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
41-50,HigherEd,Professional, Unmarried, Female,North America
31-40,Associate,Transport, Not-in-family, Male,North America
31-40,HighSchool,Manual Labor, Own-child, Male,North America
51-60,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,Manual Labor, Not-in-family, Male,Outlying-Us(Guam-Usvi-Etc)
21-30,HighSchool,Manufacturing, Own-child, Female,North America
41-50,HighSchool,Service, Unmarried, Female,
21-30,HigherEd,Management, Not-in-family, Male,North America
21-30,HigherEd,Skilled Trade, Other-relative, Male,Asia
21-30,HighSchool,Service, Own-child, Male,North America
31-40,HigherEd,Management, Other-relative, Female,North America
41-50,HighSchool,Clerical, Own-child, Male,North America
0-20,HighSchool,Clerical, Not-in-family, Female,North America
41-50,HighSchool,Sales, Husband, Male,North America
60+,HighSchool,Transport, Husband, Male,North America
21-30,Associate,, Not-in-family, Male,North America
31-40,HighSchool,Service, Husband, Male,North America
60+,10Th,Manual Labor, Husband, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HigherEd,Professional, Husband, Male,Asia
51-60,1St-4Th,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Management, Not-in-family, Female,North America
41-50,Dropout,Manufacturing, Wife, Female,North America
0-20,HighSchool,Service, Not-in-family, Male,North America
21-30,12Th,Service, Unmarried, Female,North America
41-50,10Th,Clerical, Husband, Male,North America
60+,HighSchool,Management, Not-in-family, Female,North America
21-30,HighSchool,, Own-child, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Female,Philippines
31-40,HighSchool,Manufacturing, Own-child, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Female,North America
41-50,10Th,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,Germany
31-40,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Female,Philippines
51-60,HigherEd,Professional, Husband, Male,North America
41-50,Associate,Clerical, Wife, Female,North America
31-40,HighSchool,Clerical, Other-relative, Female,North America
21-30,Associate,Agriculture, Husband, Male,North America
31-40,HighSchool,Agriculture, Husband, Male,North America
21-30,10Th,Skilled Trade, Not-in-family, Male,North America
51-60,Associate,Management, Wife, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Associate,, Not-in-family, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
21-30,HighSchool,Professional, Not-in-family, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
21-30,12Th,, Own-child, Male,North America
0-20,HighSchool,Service, Own-child, Male,North America
41-50,Dropout,Manual Labor, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HigherEd,Sales, Not-in-family, Female,North America
60+,HighSchool,Transport, Husband, Male,North America
41-50,HighSchool,Management, Husband, Male,North America
21-30,HighSchool,Manufacturing, Not-in-family, Male,North America
31-40,Dropout,Service, Husband, Male,North America
21-30,HighSchool,Service, Unmarried, Female,Latin America
21-30,Associate,Sales, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Not-in-family, Female,North America
51-60,HigherEd,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
0-20,HighSchool,Protective-Serv, Own-child, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
51-60,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HigherEd,Management, Husband, Male,North America
0-20,Dropout,Manual Labor, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Unmarried, Female,North America
31-40,HighSchool,Agriculture, Not-in-family, Male,North America
31-40,HigherEd,Professional, Wife, Female,North America
41-50,HighSchool,Manufacturing, Wife, Female,Trinadad&Tobago
51-60,HigherEd,Protective-Serv, Husband, Male,North America
41-50,Associate,Service, Not-in-family, Female,
41-50,HighSchool,Professional, Unmarried, Female,North America
21-30,HighSchool,Service, Own-child, Male,North America
51-60,5Th-6Th,Transport, Unmarried, Male,North America
31-40,Associate,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Sales, Unmarried, Female,North America
51-60,HighSchool,Sales, Husband, Male,North America
21-30,Associate,Service, Not-in-family, Male,North America
21-30,HighSchool,Clerical, Not-in-family, Female,North America
60+,HighSchool,Clerical, Not-in-family, Female,North America
31-40,HighSchool,Service, Wife, Female,North America
21-30,Dropout,Manufacturing, Not-in-family, Female,North America
21-30,HigherEd,Sales, Husband, Male,North America
21-30,Dropout,Skilled Trade, Own-child, Male,North America
31-40,Associate,, Wife, Female,North America
41-50,Associate,Management, Husband, Male,North America
21-30,Associate,Service, Own-child, Male,North America
41-50,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
51-60,HigherEd,Management, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,China
41-50,HigherEd,Manufacturing, Husband, Male,
51-60,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Dropout,Service, Unmarried, Female,North America
41-50,HighSchool,Transport, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Associate,Clerical, Unmarried, Female,North America
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,, Wife, Female,North America
21-30,HighSchool,, Unmarried, Female,North America
41-50,HighSchool,Management, Not-in-family, Female,North America
31-40,HighSchool,Service, Wife, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,Laos
41-50,HighSchool,Sales, Husband, Male,North America
31-40,Prof-School,Professional, Husband, Male,North America
60+,Dropout,, Husband, Male,North America
41-50,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Transport, Own-child, Male,North America
31-40,HigherEd,Clerical, Not-in-family, Female,North America
31-40,Associate,Professional, Other-relative, Male,North America
21-30,HigherEd,Management, Husband, Male,North America
21-30,HighSchool,Protective-Serv, Other-relative, Male,North America
41-50,HigherEd,Management, Not-in-family, Male,North America
0-20,Dropout,, Own-child, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
0-20,Dropout,Service, Own-child, Female,North America
21-30,HighSchool,Sales, Unmarried, Female,North America
41-50,Prof-School,Professional, Husband, Male,Taiwan
21-30,HighSchool,Manual Labor, Own-child, Male,North America
51-60,Dropout,, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Wife, Female,Canada
31-40,12Th,Skilled Trade, Husband, Male,North America
0-20,HighSchool,Clerical, Own-child, Male,North America
51-60,10Th,Transport, Husband, Male,North America
41-50,Dropout,Service, Unmarried, Female,North America
41-50,HighSchool,Tech-Support, Husband, Male,North America
21-30,Associate,Professional, Own-child, Male,France
41-50,Associate,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
60+,10Th,Service, Not-in-family, Female,North America
31-40,HigherEd,Professional, Not-in-family, Male,
41-50,HighSchool,Skilled Trade, Own-child, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
21-30,Dropout,Service, Other-relative, Male,Latin America
51-60,Dropout,Service, Unmarried, Female,North America
31-40,HighSchool,Service, Husband, Male,North America
41-50,Dropout,Clerical, Husband, Male,North America
31-40,HighSchool,Transport, Husband, Male,North America
31-40,HighSchool,Manual Labor, Not-in-family, Male,Latin America
21-30,HighSchool,Sales, Not-in-family, Female,North America
41-50,HighSchool,Sales, Unmarried, Female,North America
31-40,HighSchool,Sales, Own-child, Female,North America
31-40,HighSchool,Management, Husband, Male,North America
41-50,HighSchool,Professional, Unmarried, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Manual Labor, Husband, Male,North America
0-20,Dropout,, Not-in-family, Female,North America
31-40,Associate,Professional, Wife, Female,
51-60,HigherEd,Management, Husband, Male,North America
0-20,HighSchool,Service, Own-child, Female,
31-40,HighSchool,Transport, Husband, Male,North America
31-40,HighSchool,Service, Not-in-family, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
31-40,Associate,Professional, Husband, Male,North America
31-40,Associate,Skilled Trade, Wife, Female,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Service, Unmarried, Female,North America
41-50,HighSchool,Professional, Husband, Male,North America
0-20,Dropout,Agriculture, Own-child, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
31-40,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Sales, Husband, Male,
21-30,HigherEd,Sales, Not-in-family, Female,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,Management, Husband, Male,North America
31-40,HighSchool,Tech-Support, Husband, Male,North America
0-20,Dropout,Sales, Own-child, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Management, Other-relative, Female,North America
31-40,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
21-30,Associate,Professional, Husband, Male,North America
21-30,Associate,Transport, Not-in-family, Male,North America
21-30,Associate,Clerical, Not-in-family, Female,North America
31-40,HighSchool,, Wife, Female,North America
51-60,HigherEd,Professional, Own-child, Male,North America
41-50,HighSchool,Manufacturing, Unmarried, Female,North America
21-30,HighSchool,, Own-child, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Tech-Support, Own-child, Male,North America
51-60,HigherEd,Clerical, Husband, Male,Canada
51-60,HighSchool,Tech-Support, Not-in-family, Female,North America
21-30,HighSchool,Tech-Support, Own-child, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Service, Husband, Male,North America
21-30,HighSchool,Sales, Husband, Male,North America
21-30,Dropout,Service, Other-relative, Male,Guatemala
21-30,Dropout,Skilled Trade, Not-in-family, Male,Latin America
51-60,10Th,Skilled Trade, Husband, Male,North America
21-30,12Th,Skilled Trade, Other-relative, Male,Guatemala
